"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,2970,30,0
1,,2970,30,0
2,,2970,30,0
3,,2970,30,0
4,,2970,30,0
5,,2892,108,0
6,,2892,108,0
7,,2892,108,0
8,,2892,108,0
9,,2660,340,0
10,,2660,340,0
11,,1941,1059,0
12,,1941,1059,0
13,,1941,1059,0
14,,714,2286,0
15,,714,2286,0
16,,84,2886,30
17,,84,2886,30
18,,7,2963,30
19,,7,2963,30
20,,7,2885,108
21,,7,2885,108
22,,1,2891,108
23,,30,2892,78
24,,1,2689,310
25,,1,2689,310
26,,0,1971,1029
27,,78,1971,951
28,,78,1971,951
29,,9,813,2178
30,,9,813,2178
31,,236,188,2576
32,,236,188,2576
33,,922,144,1934
34,,922,144,1934
35,,922,144,1934
36,,2149,144,707
37,,2149,138,713
38,,2537,379,84
39,,2537,350,113
40,,1876,1088,36
41,,1876,1087,37
42,,1876,1087,37
43,,1876,1087,37
44,,702,2198,100
45,,703,2198,99
46,,117,2808,75
47,,12,2913,75
48,,13,2880,107
49,,13,2880,107
50,,13,2880,107
51,,82,2880,38
52,,82,2880,38
53,,87,2638,275
54,,87,2638,275
55,,120,1900,980
56,,19,2001,980
57,,3,2017,980
58,,3,2017,980
59,,3,837,2160
60,,245,837,1918
61,,245,222,2533
62,,983,117,1900
63,,880,220,1900
64,,880,220,1900
65,,880,220,1900
66,,2060,220,720
67,,1672,608,720
68,,2287,608,105
69,,1396,1604,0
70,,1396,1604,0
71,,325,2574,101
72,,23,2860,117
73,,23,2860,117
74,,0,2883,117
75,,0,2883,117
76,,0,2883,117
77,,0,2883,117
78,,101,2780,119
79,,117,2780,103
80,,12,2885,103
81,,12,2885,103
82,,12,2497,491
83,,12,2497,491
84,,12,1501,1487
85,,109,1507,1384
86,,28,517,2455
87,,28,215,2757
88,,28,215,2757
89,,416,192,2392
90,,349,259,2392
91,,1345,259,1396
92,,1345,259,1396
93,,2119,556,325
94,,2421,556,23
95,,2421,451,128
96,,2444,451,105
97,,2444,451,105
98,,1554,1341,105
99,,1554,1341,105
100,,1554,1335,111
101,,1554,1254,192
102,,1659,1254,87
103,,1659,1254,87
104,,1659,1254,87
105,,534,2312,154
106,,50,2796,154
107,,9,2843,148
108,,90,2546,364
109,,11,2625,364
110,,11,2625,364
111,,3,2633,364
112,,70,2633,297
113,,70,1743,1187
114,,70,1743,1187
115,,367,1743,890
116,,367,1743,890
117,,367,1743,890
118,,367,1743,890
119,,56,2054,890
120,,898,977,1125
121,,383,1008,1609
122,,383,961,1656
123,,168,1176,1656
124,,168,1097,1735
125,,168,1097,1735
126,,63,1194,1743
127,,1188,1194,618
128,,1672,1194,134
129,,608,2305,87
130,,94,2819,87
131,,84,2908,8
132,,84,2908,8
133,,92,2908,0
134,,6,2683,311
135,,6,2635,359
136,,6,2120,874
137,,1,2125,874
138,,1,1910,1089
139,,1,1910,1089
140,,1,1910,1089
141,,312,1805,883
142,,96,2069,835
143,,528,2152,320
144,,528,1041,1431
145,,395,875,1730
146,,194,987,1819
147,,74,1107,1819
148,,136,1150,1714
149,,136,1064,1800
150,,47,1153,1800
151,,1124,1187,689
152,,905,1915,180
153,,276,2633,91
154,,276,2633,91
155,,276,2633,91
156,,362,2633,5
157,,362,2369,269
158,,362,2286,352
159,,55,2598,347
160,,55,2250,695
161,,55,2049,896
162,,55,1929,1016
163,,55,1886,1059
164,,319,1886,795
165,,139,2060,801
166,,139,2026,835
167,,487,1293,1220
168,,688,575,1737
169,,808,575,1617
170,,541,885,1574
171,,541,885,1574
172,,630,885,1485
173,,664,885,1451
174,,1397,573,1030
175,,1536,1152,312
176,,1536,1152,312
177,,1536,1152,312
178,,582,2106,312
179,,582,2106,312
180,,70,2355,575
181,,323,2414,263
182,,323,2414,263
183,,323,2414,263
184,,38,2699,263
185,,38,2389,573
186,,38,2389,573
187,,301,2389,310
188,,301,2389,310
189,,29,2661,310
190,,1,2110,889
191,,0,2111,889
192,,310,2111,579
193,,53,1414,1533
194,,53,1414,1533
195,,53,902,2045
196,,53,843,2104
197,,632,843,1525
198,,284,1191,1525
199,,97,1093,1810
200,,985,1159,856
201,,985,1159,856
202,,1497,1159,344
203,,580,2135,285
204,,580,1863,557
205,,580,1835,585
206,,865,1834,301
207,,164,2535,301
208,,164,2278,558
209,,20,2422,558
210,,0,2442,558
211,,272,2442,286
212,,300,2442,258
213,,301,2094,605
214,,301,1907,792
215,,558,1841,601
216,,91,2308,601
217,,11,2388,601
218,,11,1412,1577
219,,11,1412,1577
220,,359,1412,1229
221,,275,1683,1042
222,,114,1209,1677
223,,114,1209,1677
224,,37,1142,1821
225,,1013,1122,865
226,,369,1766,865
227,,74,2061,865
228,,74,2061,865
229,,712,2124,164
230,,712,2124,164
231,,856,1657,487
232,,876,1577,547
233,,876,1577,547
234,,202,2251,547
235,,202,2251,547
236,,26,2156,818
237,,2,1953,1045
238,,467,1955,578
239,,155,2270,575
240,,155,2270,575
241,,155,1626,1219
242,,24,1462,1514
243,,273,1484,1243
244,,500,1421,1079
245,,121,1800,1079
246,,101,1897,1002
247,,18,1980,1002
248,,648,1994,358
249,,391,1872,737
250,,391,1872,737
251,,133,2017,850
252,,133,1993,874
253,,133,1991,876
254,,133,1599,1268
255,,133,1599,1268
256,,710,1696,594
257,,710,1565,725
258,,342,2087,571
259,,70,2383,547
260,,72,2004,924
261,,401,1970,629
262,,401,1887,712
263,,401,1873,726
264,,532,1321,1147
265,,554,1321,1125
266,,554,1000,1446
267,,598,1335,1067
268,,695,1335,970
269,,778,1335,887
270,,234,1893,873
271,,593,1989,418
272,,593,1989,418
