"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,1960,40,0
1,,1954,46,0
2,,1931,69,0
3,,1918,82,0
4,,1902,98,0
5,,1865,135,0
6,,1834,166,0
7,,1799,201,0
8,,1746,208,46
9,,1657,274,69
10,,1575,343,82
11,,1484,418,98
12,,1366,499,135
13,,1219,615,166
14,,1110,689,201
15,,983,763,254
16,,879,778,343
17,,780,795,425
18,,670,814,516
19,,580,786,634
20,,510,709,781
21,,432,678,890
22,,438,591,971
23,,408,540,1052
24,,391,471,1138
25,,384,384,1232
26,,400,315,1285
27,,414,262,1324
28,,439,194,1367
29,,478,168,1354
30,,553,129,1318
31,,629,105,1266
32,,714,88,1198
33,,817,82,1101
34,,961,68,971
35,,1048,80,872
36,,1173,68,759
37,,1258,73,669
38,,1353,71,576
39,,1444,84,472
40,,1492,111,397
41,,1531,139,330
42,,1582,144,274
43,,1568,196,236
44,,1558,240,202
45,,1526,298,176
46,,1509,319,172
47,,1430,377,193
48,,1362,431,207
49,,1258,518,224
50,,1170,566,264
51,,986,701,313
52,,876,755,369
53,,739,858,403
54,,643,869,488
55,,550,880,570
56,,490,848,662
57,,422,816,762
58,,376,683,941
59,,327,620,1053
60,,302,521,1177
61,,325,429,1246
62,,329,360,1311
63,,336,298,1366
64,,368,250,1382
65,,416,200,1384
66,,469,156,1375
67,,507,114,1379
68,,597,105,1298
69,,670,90,1240
70,,772,82,1146
71,,863,71,1066
72,,1048,69,883
73,,1150,74,776
74,,1288,77,635
75,,1392,74,534
76,,1468,82,450
77,,1529,91,380
78,,1561,118,321
79,,1591,140,269
80,,1583,187,230
81,,1585,224,191
82,,1544,277,179
83,,1514,314,172
84,,1396,431,173
85,,1283,528,189
86,,1159,632,209
87,,1063,676,261
88,,922,777,301
89,,813,836,351
90,,705,899,396
91,,619,859,522
92,,529,825,646
93,,481,747,772
94,,433,704,863
95,,376,623,1001
96,,338,549,1113
97,,336,451,1213
98,,328,382,1290
99,,330,317,1353
100,,343,278,1379
101,,389,231,1380
102,,414,186,1400
103,,461,154,1385
104,,496,154,1350
105,,623,136,1241
106,,739,119,1142
107,,863,112,1025
108,,943,122,935
109,,1080,111,809
110,,1175,122,703
111,,1258,137,605
112,,1339,143,518
113,,1401,163,436
114,,1423,187,390
115,,1444,203,353
116,,1446,257,297
117,,1442,282,276
118,,1425,284,291
119,,1369,352,279
120,,1345,373,282
121,,1320,381,299
122,,1240,435,325
123,,1147,485,368
124,,1037,559,404
125,,926,653,421
126,,815,690,495
127,,738,726,536
128,,660,772,568
129,,561,801,638
130,,496,762,742
131,,452,707,841
132,,440,623,937
133,,405,553,1042
134,,393,508,1099
135,,392,455,1153
136,,400,364,1236
137,,428,325,1247
138,,460,274,1266
139,,467,257,1276
140,,537,220,1243
141,,566,200,1234
142,,585,188,1227
143,,662,173,1165
144,,751,162,1087
145,,862,157,981
146,,965,155,880
147,,1074,153,773
148,,1134,158,708
149,,1210,147,643
150,,1297,166,537
151,,1331,182,487
152,,1342,227,431
153,,1352,236,412
154,,1341,286,373
155,,1334,308,358
156,,1313,352,335
157,,1254,407,339
158,,1201,455,344
159,,1116,500,384
160,,1074,535,391
161,,996,565,439
162,,926,608,466
163,,822,679,499
164,,735,692,573
165,,684,679,637
166,,617,656,727
167,,563,666,771
168,,503,646,851
169,,478,606,916
170,,451,518,1031
171,,448,453,1099
172,,450,416,1134
173,,493,351,1156
174,,470,329,1201
175,,500,289,1211
176,,546,240,1214
177,,562,241,1197
178,,628,227,1145
179,,680,225,1095
180,,754,239,1007
181,,809,196,995
182,,882,183,935
183,,962,192,846
184,,1055,186,759
185,,1132,188,680
186,,1140,219,641
187,,1185,225,590
188,,1223,252,525
189,,1256,272,472
190,,1265,303,432
191,,1220,353,427
192,,1173,412,415
193,,1135,421,444
194,,1063,473,464
195,,1021,531,448
196,,972,573,455
197,,894,611,495
198,,848,613,539
199,,781,619,600
200,,742,618,640
201,,695,607,698
202,,633,584,783
203,,593,562,845
204,,578,508,914
205,,564,470,966
206,,552,417,1031
207,,574,387,1039
208,,577,343,1080
209,,590,295,1115
210,,594,271,1135
211,,620,261,1119
212,,679,238,1083
213,,739,225,1036
214,,773,222,1005
215,,829,221,950
216,,891,230,879
217,,927,240,833
218,,988,243,769
219,,1028,264,708
220,,1083,275,642
221,,1088,303,609
222,,1068,368,564
223,,1052,423,525
224,,1020,469,511
225,,1005,491,504
226,,970,528,502
227,,930,570,500
228,,897,578,525
229,,822,589,589
230,,780,567,653
231,,755,536,709
232,,714,552,734
233,,686,522,792
234,,648,507,845
235,,631,488,881
236,,607,436,957
237,,557,453,990
238,,558,437,1005
239,,542,415,1043
240,,564,386,1050
241,,562,361,1077
242,,596,338,1066
243,,658,317,1025
244,,732,248,1020
245,,784,243,973
246,,802,231,967
247,,846,246,908
248,,904,228,868
249,,946,228,826
250,,1022,225,753
251,,1058,241,701
252,,1084,236,680
253,,1118,236,646
254,,1124,244,632
255,,1117,294,589
256,,1109,325,566
257,,1120,338,542
258,,1154,357,489
259,,1136,385,479
260,,1116,417,467
261,,1048,462,490
262,,982,496,522
263,,925,522,553
264,,860,577,563
265,,773,629,598
266,,750,629,621
267,,700,647,653
268,,678,616,706
269,,622,588,790
270,,617,536,847
271,,589,496,915
272,,577,437,986
273,,542,444,1014
274,,530,406,1064
275,,540,382,1078
276,,579,337,1084
277,,612,330,1058
278,,603,324,1073
279,,642,292,1066
280,,665,262,1073
281,,696,251,1053
282,,753,249,998
283,,836,239,925
284,,902,232,866
285,,934,246,820
286,,1007,264,729
287,,1003,291,706
288,,1050,293,657
289,,1035,334,631
290,,1074,350,576
291,,1041,397,562
292,,1021,409,570
293,,1011,433,556
294,,962,485,553
295,,938,518,544
296,,876,541,583
297,,786,625,589
298,,728,643,629
299,,686,659,655
300,,619,684,697
301,,596,628,776
302,,563,626,811
303,,553,572,875
304,,497,528,975
305,,478,482,1040
306,,496,436,1068
307,,490,393,1117
308,,531,356,1113
309,,554,302,1144
310,,614,273,1113
311,,641,206,1153
312,,691,184,1125
313,,752,153,1095
314,,798,125,1077
315,,899,117,984
316,,945,127,928
317,,1038,117,845
318,,1131,135,734
319,,1192,142,666
320,,1261,150,589
321,,1335,147,518
322,,1364,163,473
323,,1396,175,429
324,,1392,218,390
325,,1417,242,341
326,,1429,245,326
327,,1416,281,303
328,,1393,335,272
329,,1316,404,280
330,,1236,462,302
331,,1205,460,335
332,,1064,559,377
333,,984,629,387
334,,891,678,431
335,,786,732,482
336,,716,717,567
337,,646,717,637
338,,559,763,678
339,,528,671,801
340,,489,637,874
341,,456,585,959
342,,413,520,1067
343,,423,456,1121
344,,424,397,1179
345,,459,318,1223
346,,478,292,1230
347,,502,232,1266
348,,544,193,1263
349,,591,157,1252
350,,672,155,1173
351,,757,129,1114
352,,800,119,1081
353,,931,106,963
354,,1015,116,869
355,,1117,105,778
356,,1212,111,677
357,,1288,101,611
358,,1363,111,526
359,,1422,141,437
360,,1443,159,398
361,,1451,201,348
362,,1456,246,298
363,,1408,324,268
364,,1374,370,256
365,,1315,445,240
366,,1255,485,260
367,,1172,563,265
368,,1087,596,317
369,,984,665,351
370,,870,695,435
371,,804,725,471
372,,731,713,556
373,,647,727,626
374,,592,686,722
375,,564,639,797
376,,511,578,911
377,,485,496,1019
378,,445,460,1095
379,,430,412,1158
380,,438,350,1212
381,,447,304,1249
382,,488,277,1235
383,,512,245,1243
384,,580,229,1191
385,,617,198,1185
386,,686,189,1125
387,,738,185,1077
388,,833,177,990
389,,908,176,916
390,,1008,169,823
391,,1116,159,725
392,,1184,158,658
393,,1230,169,601
394,,1301,164,535
395,,1319,200,481
396,,1311,236,453
397,,1307,279,414
398,,1294,318,388
399,,1279,365,356
400,,1213,429,358
401,,1155,496,349
402,,1060,563,377
403,,969,619,412
404,,862,690,448
405,,807,716,477
406,,715,762,523
407,,649,753,598
408,,599,741,660
409,,558,679,763
410,,507,638,855
411,,461,570,969
412,,427,539,1034
413,,395,478,1127
414,,402,416,1182
415,,400,363,1237
416,,436,322,1242
417,,463,280,1257
418,,508,232,1260
419,,544,201,1255
420,,589,171,1240
421,,681,150,1169
422,,736,160,1104
423,,854,145,1001
424,,941,141,918
425,,1059,139,802
426,,1124,136,740
427,,1223,128,649
428,,1271,163,566
429,,1282,195,523
430,,1308,225,467
431,,1340,239,421
432,,1366,263,371
433,,1356,307,337
434,,1345,356,299
435,,1241,446,313
436,,1151,494,355
437,,1079,551,370
438,,977,643,380
439,,897,701,402
440,,791,766,443
441,,685,831,484
442,,597,794,609
443,,542,769,689
444,,478,746,776
445,,424,694,882
446,,377,659,964
447,,351,576,1073
448,,327,486,1187
449,,344,416,1240
450,,383,354,1263
451,,407,296,1297
452,,430,233,1337
453,,460,180,1360
454,,519,139,1342
455,,580,103,1317
456,,698,92,1210
457,,801,76,1123
458,,887,71,1042
459,,1003,70,927
460,,1085,76,839
461,,1218,67,715
462,,1339,72,589
463,,1420,72,508
464,,1498,72,430
465,,1551,82,367
466,,1572,125,303
467,,1588,156,256
468,,1622,172,206
469,,1578,247,175
470,,1526,310,164
471,,1452,400,148
472,,1335,512,153
473,,1200,605,195
474,,1094,674,232
475,,995,766,239
476,,875,806,319
477,,771,847,382
478,,676,852,472
479,,601,805,594
480,,539,731,730
481,,477,693,830
482,,434,628,938
483,,388,559,1053
484,,381,462,1157
485,,347,401,1252
486,,340,343,1317
487,,383,281,1336
488,,400,233,1367
489,,398,208,1394
490,,462,173,1365
491,,527,164,1309
492,,615,132,1253
493,,736,116,1148
494,,867,121,1012
495,,962,112,926
496,,1064,100,836
497,,1176,92,732
498,,1283,91,626
499,,1374,93,533
500,,1445,96,459
501,,1510,88,402
502,,1579,76,345
503,,1614,78,308
504,,1646,89,265
505,,1653,92,255
506,,1665,110,225
507,,1650,138,212
508,,1635,156,209
509,,1624,188,188
510,,1596,226,178
511,,1534,285,181
512,,1492,325,183
513,,1425,372,203
514,,1303,463,234
515,,1261,495,244
516,,1190,546,264
517,,1087,609,304
518,,984,642,374
519,,868,715,417
520,,808,710,482
521,,727,672,601
522,,677,672,651
523,,592,674,734
524,,546,619,835
525,,504,569,927
526,,466,494,1040
527,,445,473,1082
528,,467,398,1135
529,,457,376,1167
530,,470,310,1220
531,,497,275,1228
532,,556,233,1211
533,,585,206,1209
534,,648,169,1183
535,,764,166,1070
536,,783,169,1048
537,,856,160,984
538,,952,154,894
539,,1038,160,802
540,,1146,154,700
541,,1169,189,642
542,,1211,225,564
543,,1190,265,545
544,,1244,286,470
545,,1202,369,429
546,,1205,402,393
547,,1202,438,360
548,,1172,470,358
549,,1060,549,391
550,,1022,544,434
