"prob_infect","prob_recover","prob_reinfect","c"
0.869654836020613,0.0447703786830214,0.106908214242047,2.20258835504011
0.763167938461842,0.0508208694897943,0.113327881831001,2.35415614475132
0.852007312893465,0.0456903422023487,0.161361471296391,2.19759013616157
0.846059185159377,0.047076082542235,0.200774734110543,2.12232679546857
0.77441518658402,0.0474522928482747,0.253792304784399,2.16186962584784
0.852671665925778,0.0404214887891155,0.145738479006855,2.17225382020636
0.799953468674551,0.0474665652738241,0.19122097642365,2.19012397556376
0.824061839052614,0.0465721642568466,0.0743687612630694,2.34889759238129
0.660005444618486,0.050885093685264,0.158779448315664,2.32951165076579
0.885395402799754,0.0251436268648899,0.159603932974934,2.13651773683697
