"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,2940,60,0
1,,2907,93,0
2,,2827,173,0
3,,2697,303,0
4,,2563,437,0
5,,2401,599,0
6,,2076,924,0
7,,1788,1212,0
8,,1408,1499,93
9,,1102,1725,173
10,,815,1882,303
11,,560,2003,437
12,,384,2017,599
13,,243,1833,924
14,,165,1623,1212
15,,126,1282,1592
16,,91,1011,1898
17,,77,738,2185
18,,70,490,2440
19,,67,317,2616
20,,65,178,2757
21,,64,101,2835
22,,154,65,2781
23,,234,30,2736
24,,362,18,2620
25,,496,11,2493
26,,655,11,2334
27,,980,9,2011
28,,1268,8,1724
29,,1648,5,1347
30,,1954,5,1041
31,,2231,13,756
32,,2486,13,501
33,,2633,39,328
34,,2766,47,187
35,,2820,71,109
36,,2819,111,70
37,,2771,194,35
38,,2697,272,31
39,,2612,364,24
40,,2407,543,50
41,,2116,828,56
42,,1922,999,79
43,,1579,1305,116
44,,1297,1504,199
45,,1010,1705,285
46,,732,1891,377
47,,516,1902,582
48,,367,1758,875
49,,260,1670,1070
50,,195,1389,1416
51,,149,1153,1698
52,,136,887,1977
53,,114,631,2255
54,,138,417,2445
55,,136,278,2586
56,,157,174,2669
57,,196,110,2694
58,,273,70,2657
59,,360,48,2592
60,,451,27,2522
61,,657,24,2319
62,,947,17,2036
63,,1134,22,1844
64,,1477,24,1499
65,,1753,24,1223
66,,2038,27,935
67,,2316,26,658
68,,2513,46,441
69,,2648,57,295
70,,2755,49,196
71,,2783,83,134
72,,2794,112,94
73,,2769,156,75
74,,2743,204,53
75,,2638,292,70
76,,2486,440,74
77,,2260,669,71
78,,2055,838,107
79,,1757,1107,136
80,,1427,1390,183
81,,1104,1666,230
82,,796,1866,338
83,,580,1923,497
84,,405,1877,718
85,,288,1791,921
86,,222,1559,1219
87,,176,1278,1546
88,,133,997,1870
89,,132,710,2158
90,,131,506,2363
91,,122,332,2546
92,,150,221,2629
93,,178,156,2666
94,,225,107,2668
95,,271,66,2663
96,,378,46,2576
97,,536,35,2429
98,,764,27,2209
99,,968,20,2012
100,,1267,18,1715
101,,1591,24,1385
102,,1913,24,1063
103,,2213,31,756
104,,2418,41,541
105,,2581,60,359
106,,2691,68,241
107,,2710,116,174
108,,2740,129,131
109,,2757,153,90
110,,2717,206,77
111,,2637,287,76
112,,2451,462,87
113,,2231,681,88
114,,2033,833,134
115,,1729,1118,153
116,,1438,1385,177
117,,1175,1588,237
118,,859,1813,328
119,,630,1848,522
120,,460,1791,749
121,,349,1702,949
122,,256,1497,1247
123,,187,1275,1538
124,,152,1054,1794
125,,132,768,2100
126,,133,557,2310
127,,129,399,2472
128,,169,296,2535
129,,180,205,2615
130,,200,140,2660
131,,257,101,2642
132,,348,71,2581
133,,535,60,2405
134,,756,54,2190
135,,960,42,1998
136,,1257,41,1702
137,,1533,52,1415
138,,1788,57,1155
139,,2102,59,839
140,,2293,90,617
141,,2413,134,453
142,,2456,206,338
143,,2435,319,246
144,,2351,457,192
145,,2177,665,158
146,,1991,879,130
147,,1710,1140,150
148,,1450,1362,188
149,,1096,1656,248
150,,822,1818,360
151,,596,1895,509
152,,454,1824,722
153,,325,1737,938
154,,253,1517,1230
155,,202,1302,1496
156,,162,976,1862
157,,145,718,2137
158,,142,506,2352
159,,141,370,2489
160,,143,241,2616
161,,178,165,2657
162,,228,108,2664
163,,299,69,2632
164,,415,49,2536
165,,570,29,2401
166,,789,17,2194
167,,1009,13,1978
168,,1303,15,1682
169,,1572,18,1410
170,,1939,16,1045
171,,2217,16,767
172,,2439,26,535
173,,2587,26,387
174,,2705,41,254
175,,2776,44,180
176,,2802,72,126
177,,2812,103,85
178,,2799,136,65
179,,2752,193,55
180,,2641,316,43
181,,2529,417,54
182,,2330,611,59
183,,2070,840,90
184,,1730,1151,119
185,,1438,1410,152
186,,1118,1663,219
187,,803,1855,342
188,,583,1959,458
189,,410,1935,655
190,,280,1808,912
191,,188,1558,1254
192,,157,1297,1546
193,,140,1004,1856
194,,110,719,2171
195,,118,506,2376
196,,115,339,2546
197,,139,213,2648
198,,167,124,2709
199,,201,92,2707
200,,265,68,2667
201,,384,42,2574
202,,497,38,2465
203,,694,32,2274
204,,945,34,2021
205,,1278,40,1682
206,,1565,46,1389
207,,1875,53,1072
208,,2170,69,761
209,,2367,89,544
210,,2488,141,371
211,,2516,237,247
212,,2479,357,164
213,,2324,538,138
214,,2121,758,121
215,,1795,1094,111
216,,1525,1348,127
217,,1292,1535,173
218,,1029,1700,271
219,,745,1858,397
220,,552,1864,584
221,,414,1775,811
222,,340,1497,1163
223,,272,1291,1437
224,,227,1097,1676
225,,199,864,1937
226,,184,601,2215
227,,174,424,2402
228,,174,293,2533
229,,188,221,2591
230,,207,154,2639
231,,260,108,2632
232,,358,78,2564
233,,480,61,2459
234,,671,41,2288
235,,899,33,2068
236,,1249,33,1718
237,,1526,29,1445
238,,1762,33,1205
239,,2021,37,942
240,,2291,47,662
241,,2481,54,465
242,,2595,79,326
243,,2622,124,254
244,,2670,147,183
245,,2688,171,141
246,,2655,230,115
247,,2572,320,108
248,,2388,517,95
249,,2195,693,112
250,,1990,853,157
251,,1660,1164,176
252,,1345,1451,204
253,,1010,1723,267
254,,787,1846,367
255,,583,1846,571
256,,444,1784,772
257,,325,1698,977
258,,244,1445,1311
259,,184,1194,1622
260,,169,878,1953
261,,151,683,2166
262,,139,498,2363
263,,156,367,2477
264,,197,252,2551
265,,214,177,2609
266,,239,116,2645
267,,308,91,2601
268,,412,59,2529
269,,607,49,2344
270,,806,43,2151
271,,1017,33,1950
272,,1351,27,1622
273,,1668,22,1310
274,,2011,20,969
275,,2225,33,742
276,,2406,47,547
277,,2502,88,410
278,,2605,110,285
279,,2677,119,204
280,,2690,172,138
281,,2681,208,111
282,,2622,286,92
283,,2553,351,96
284,,2399,470,131
285,,2215,642,143
286,,1987,867,146
287,,1754,1052,194
288,,1501,1271,228
289,,1177,1504,319
290,,859,1743,398
291,,637,1805,558
292,,475,1773,752
293,,317,1697,986
294,,255,1521,1224
295,,200,1321,1479
296,,173,1037,1790
297,,167,739,2094
298,,189,536,2275
299,,186,399,2415
300,,184,252,2564
301,,234,193,2573
302,,265,143,2592
303,,355,104,2541
304,,440,78,2482
305,,596,63,2341
306,,780,48,2172
307,,1006,45,1949
308,,1238,48,1714
309,,1478,58,1464
310,,1781,78,1141
311,,2082,101,817
312,,2255,146,599
313,,2353,200,447
314,,2429,274,297
315,,2408,351,241
316,,2345,454,201
317,,2157,661,182
318,,1902,919,179
319,,1670,1121,209
320,,1359,1393,248
321,,1024,1657,319
322,,825,1776,399
323,,639,1849,512
324,,469,1792,739
325,,348,1632,1020
326,,235,1498,1267
327,,188,1219,1593
328,,162,907,1931
329,,150,723,2127
330,,149,548,2303
331,,156,391,2453
332,,172,277,2551
333,,220,161,2619
334,,278,110,2612
335,,346,90,2564
336,,428,73,2499
337,,542,61,2397
338,,768,49,2183
339,,1049,42,1909
340,,1303,38,1659
341,,1634,37,1329
342,,1971,32,997
343,,2176,28,796
344,,2368,23,609
345,,2542,18,440
346,,2666,15,319
347,,2787,14,199
348,,2844,9,147
349,,2878,0,122
350,,2899,0,101
351,,2916,0,84
352,,2933,0,67
353,,2943,0,57
354,,2948,0,52
355,,2954,0,46
356,,2968,0,32
357,,2972,0,28
358,,2977,0,23
359,,2982,0,18
360,,2985,0,15
361,,2986,0,14
362,,2991,0,9
363,,3000,0,0
