"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,2940,60,0
1,,2912,88,0
2,,2881,119,0
3,,2819,181,0
4,,2764,236,0
5,,2594,406,0
6,,2451,549,0
7,,2254,746,0
8,,2006,906,88
9,,1719,1162,119
10,,1386,1433,181
11,,1041,1723,236
12,,762,1832,406
13,,563,1888,549
14,,401,1853,746
15,,273,1733,994
16,,213,1506,1281
17,,160,1226,1614
18,,117,924,1959
19,,108,654,2238
20,,99,464,2437
21,,93,308,2599
22,,175,186,2639
23,,197,135,2668
24,,254,87,2659
25,,307,46,2647
26,,477,37,2486
27,,617,31,2352
28,,812,27,2161
29,,1052,29,1919
30,,1337,22,1641
31,,1645,42,1313
32,,1971,59,970
33,,2243,66,691
34,,2418,87,495
35,,2557,108,335
36,,2661,124,215
37,,2623,220,157
38,,2566,305,129
39,,2506,389,105
40,,2252,645,103
41,,1947,935,118
42,,1615,1250,135
43,,1316,1531,153
44,,1007,1751,242
45,,792,1861,347
46,,551,2001,448
47,,359,1930,711
48,,245,1733,1022
49,,178,1464,1358
50,,140,1205,1655
51,,118,911,1971
52,,126,708,2166
53,,130,480,2390
54,,118,307,2575
55,,133,199,2668
56,,154,132,2714
57,,175,89,2736
58,,268,70,2662
59,,376,55,2569
60,,479,40,2481
61,,734,29,2237
62,,1047,21,1932
63,,1383,21,1596
64,,1685,21,1294
65,,1996,23,981
66,,2202,35,763
67,,2426,54,520
68,,2613,51,336
69,,2682,98,220
70,,2682,165,153
71,,2600,290,110
72,,2509,398,93
73,,2351,559,90
74,,2163,743,94
75,,1876,1044,80
76,,1599,1282,119
77,,1260,1554,186
78,,920,1769,311
79,,684,1895,421
80,,479,1927,594
81,,327,1876,797
82,,234,1671,1095
83,,186,1434,1380
84,,147,1134,1719
85,,124,817,2059
86,,118,589,2293
87,,121,393,2486
88,,134,247,2619
89,,129,156,2715
90,,177,107,2716
91,,244,68,2688
92,,370,44,2586
93,,478,38,2484
94,,651,29,2320
95,,849,28,2123
96,,1151,22,1827
97,,1437,22,1541
98,,1778,20,1202
99,,2121,18,861
100,,2343,30,627
101,,2536,42,422
102,,2680,45,275
103,,2757,65,178
104,,2795,76,129
105,,2806,106,88
106,,2739,199,62
107,,2707,225,68
108,,2542,387,71
109,,2376,551,73
110,,2190,723,87
111,,1888,1014,98
112,,1590,1284,126
113,,1212,1571,217
114,,967,1778,255
115,,702,1869,429
116,,508,1896,596
117,,365,1847,788
118,,253,1657,1090
119,,185,1425,1390
120,,142,1088,1770
121,,141,856,2003
122,,135,609,2256
123,,135,418,2447
124,,146,284,2570
125,,151,178,2671
126,,169,122,2709
127,,258,83,2659
128,,302,64,2634
129,,474,48,2478
130,,643,43,2314
131,,833,36,2131
132,,1135,30,1835
133,,1431,22,1547
134,,1811,18,1171
135,,2052,28,920
136,,2306,37,657
137,,2491,48,461
138,,2638,42,320
139,,2742,50,208
140,,2798,58,144
141,,2805,94,101
142,,2760,148,92
143,,2664,251,85
144,,2625,284,91
145,,2460,462,78
146,,2306,614,80
147,,2057,863,80
148,,1730,1158,112
149,,1369,1455,176
150,,1056,1656,288
151,,722,1946,332
152,,496,2000,504
153,,337,1999,664
154,,241,1838,921
155,,169,1579,1252
156,,144,1253,1603
157,,129,964,1907
158,,120,650,2230
159,,103,435,2462
160,,110,277,2613
161,,120,179,2701
162,,150,113,2737
163,,215,77,2708
164,,331,49,2620
165,,375,29,2596
166,,553,12,2435
167,,713,11,2276
168,,972,11,2017
169,,1299,9,1692
170,,1659,11,1330
171,,1976,11,1013
172,,2296,25,679
173,,2518,35,447
174,,2658,54,288
175,,2750,60,190
176,,2766,112,122
177,,2758,154,88
178,,2724,216,60
179,,2680,266,54
180,,2526,427,47
181,,2234,701,65
182,,1963,966,71
183,,1663,1216,121
184,,1268,1567,165
185,,962,1811,227
186,,717,1992,291
187,,499,2039,462
188,,361,1884,755
189,,266,1708,1026
190,,186,1486,1328
191,,142,1137,1721
192,,107,866,2027
193,,110,632,2258
194,,106,428,2466
195,,115,300,2585
196,,113,213,2674
197,,164,134,2702
198,,206,90,2704
199,,266,57,2677
200,,326,50,2624
201,,493,40,2467
202,,780,36,2184
203,,1040,39,1921
204,,1335,45,1620
