"time";"placeholder";"Susceptible";"Infected-infectious";"Recovered"
0;;980;20;0
1;;980;20;0
2;;980;20;0
3;;973;27;0
4;;965;35;0
5;;956;44;0
6;;956;44;0
7;;947;53;0
8;;938;42;20
9;;927;53;20
10;;914;59;27
11;;909;56;35
12;;889;67;44
13;;843;113;44
14;;812;135;53
15;;777;161;62
16;;733;194;73
17;;654;260;86
18;;573;336;91
19;;542;347;111
20;;473;370;157
21;;402;410;188
22;;365;432;203
23;;326;427;247
24;;267;414;319
25;;232;376;392
26;;232;354;414
27;;213;304;483
28;;194;261;545
29;;185;222;593
30;;185;194;621
31;;184;142;674
32;;177;111;712
33;;190;109;701
34;;230;96;674
35;;256;73;671
36;;288;58;654
37;;324;55;621
38;;400;44;556
39;;473;40;487
40;;500;37;463
41;;561;39;400
42;;632;34;334
43;;683;37;280
44;;713;38;249
45;;761;53;186
46;;804;45;151
47;;813;41;146
48;;830;35;135
49;;842;51;107
50;;860;45;95
51;;855;52;93
52;;846;57;97
53;;828;87;85
54;;812;110;78
55;;778;148;74
56;;758;157;85
57;;712;206;82
58;;655;255;90
59;;619;271;110
60;;565;303;132
61;;515;334;151
62;;482;335;183
63;;444;348;208
64;;392;357;251
65;;368;325;307
66;;360;312;328
67;;327;283;390
68;;282;274;444
69;;249;268;483
70;;244;251;505
71;;231;206;563
72;;227;193;580
73;;236;181;583
74;;253;161;586
75;;271;121;608
76;;303;94;603
77;;313;88;599
78;;360;77;563
79;;418;64;518
80;;442;65;493
81;;487;69;444
82;;536;69;395
83;;558;80;362
84;;583;78;339
85;;631;86;283
86;;635;108;257
87;;644;110;246
88;;640;130;230
89;;646;164;190
90;;650;176;174
91;;639;195;166
92;;635;202;163
93;;596;232;172
94;;553;272;175
95;;530;271;199
96;;497;270;233
97;;463;281;256
98;;438;289;273
99;;365;347;288
100;;322;338;340
101;;278;340;382
102;;259;340;401
103;;212;354;434
104;;208;335;457
105;;198;318;484
106;;185;266;549
107;;193;237;570
108;;197;191;612
109;;217;172;611
110;;247;129;624
111;;260;124;616
112;;287;106;607
113;;288;99;613
114;;338;87;575
115;;391;78;531
116;;413;75;512
117;;435;82;483
118;;472;69;459
119;;509;67;424
120;;576;59;365
121;;601;75;324
122;;644;87;269
123;;663;90;247
124;;707;82;211
125;;712;95;193
126;;712;115;173
127;;722;120;158
128;;711;127;162
129;;692;143;165
130;;677;158;165
131;;654;182;164
132;;663;173;164
133;;616;202;182
134;;569;252;179
135;;513;285;202
136;;476;294;230
137;;436;316;248
138;;419;317;264
139;;386;346;268
140;;328;355;317
141;;316;312;372
142;;322;266;412
143;;309;254;437
144;;290;236;474
145;;278;223;499
146;;274;207;519
147;;272;171;557
148;;259;177;564
149;;279;170;551
150;;279;173;548
151;;297;151;552
152;;324;136;540
153;;322;125;553
154;;357;117;526
155;;394;117;489
156;;447;117;436
157;;468;105;427
158;;512;101;387
159;;535;106;359
160;;553;115;332
161;;574;138;288
162;;558;148;294
163;;550;163;287
164;;541;181;278
165;;544;204;252
166;;524;234;242
167;;494;266;240
168;;495;250;255
169;;490;245;265
170;;432;288;280
171;;439;275;286
172;;406;289;305
173;;359;301;340
174;;316;303;381
175;;291;321;388
176;;302;305;393
177;;281;268;451
178;;277;267;456
179;;268;239;493
180;;258;207;535
181;;249;182;569
182;;264;165;571
183;;285;165;550
184;;300;144;556
185;;325;133;542
186;;349;123;528
187;;382;110;508
188;;425;90;485
189;;440;74;486
190;;460;70;470
191;;516;72;412
192;;531;69;400
193;;565;73;362
194;;591;92;317
195;;625;103;272
196;;658;103;239
197;;650;115;235
198;;669;115;216
199;;658;140;202
200;;639;165;196
201;;612;186;202
202;;562;245;193
203;;542;281;177
204;;505;310;185
205;;438;375;187
206;;396;395;209
207;;343;419;238
208;;270;452;278
209;;215;437;348
210;;198;418;384
211;;189;386;425
212;;171;339;490
213;;160;305;535
214;;157;259;584
215;;165;197;638
216;;174;144;682
217;;173;128;699
218;;189;115;696
219;;197;89;714
220;;229;71;700
221;;263;59;678
222;;309;42;649
223;;387;32;581
224;;423;31;546
225;;475;24;501
226;;553;19;428
227;;608;16;376
228;;670;12;318
229;;750;11;239
230;;812;12;176
231;;838;3;159
232;;858;3;139
233;;890;2;108
234;;911;2;87
235;;927;2;71
236;;937;10;53
237;;943;13;44
238;;953;13;34
239;;960;13;27
240;;966;13;21
241;;969;13;18
242;;973;13;14
243;;965;14;21
244;;945;30;25
245;;954;30;16
246;;933;51;16
247;;926;59;15
248;;915;70;15
249;;878;107;15
250;;812;164;24
251;;741;216;43
252;;655;302;43
253;;593;343;64
254;;552;376;72
255;;495;422;83
256;;428;452;120
257;;389;433;178
258;;352;402;246
259;;296;372;332
260;;237;369;394
261;;197;368;435
262;;167;341;492
263;;152;289;559
264;;143;260;597
265;;152;230;618
266;;141;185;674
267;;154;134;712
268;;158;98;744
269;;165;72;763
270;;202;57;741
271;;265;42;693
272;;330;38;632
273;;415;28;557
274;;474;23;503
275;;511;23;466
276;;568;19;413
277;;624;30;346
278;;662;36;302
279;;685;47;268
280;;737;50;213
281;;796;47;157
282;;821;58;121
283;;845;64;91
284;;809;104;87
285;;783;139;78
286;;739;176;85
287;;670;252;78
288;;611;319;70
289;;521;398;81
290;;446;471;83
291;;359;507;134
292;;300;525;175
293;;258;519;223
294;;204;494;302
295;;167;467;366
296;;137;407;456
297;;124;341;535
298;;126;263;611
299;;122;214;664
300;;127;178;695
301;;124;130;746
302;;120;94;786
303;;132;63;805
304;;134;54;812
305;;185;45;770
306;;227;34;739
307;;283;20;697
308;;363;13;624
309;;430;9;561
310;;523;7;470
311;;602;3;395
312;;689;3;308
313;;747;5;248
314;;797;5;198
315;;852;5;143
316;;885;12;103
317;;911;19;70
318;;914;29;57
319;;911;41;48
320;;909;52;39
321;;913;62;25
322;;918;64;18
323;;922;57;21
324;;911;63;26
325;;896;72;32
326;;870;86;44
327;;860;83;57
328;;819;114;67
329;;795;136;69
330;;766;165;69
331;;721;197;82
332;;672;227;101
333;;631;242;127
334;;557;308;135
335;;515;309;176
336;;465;335;200
337;;430;348;222
338;;397;343;260
339;;349;352;299
340;;324;348;328
341;;310;299;391
342;;294;283;423
343;;274;255;471
344;;259;228;513
345;;264;196;540
346;;275;146;579
347;;285;125;590
348;;295;98;607
349;;323;85;592
350;;335;75;590
351;;351;73;576
352;;394;67;539
353;;438;64;498
354;;476;51;473
355;;539;64;397
356;;564;68;368
357;;602;68;330
358;;636;63;301
359;;663;74;263
360;;699;91;210
361;;728;96;176
362;;735;103;162
363;;752;95;153
364;;753;104;143
365;;730;134;136
366;;684;175;141
367;;660;185;155
368;;614;239;147
369;;573;260;167
370;;514;323;163
371;;469;359;172
372;;422;381;197
373;;359;392;249
374;;305;419;276
375;;220;445;335
376;;200;437;363
377;;190;392;418
378;;183;354;463
379;;179;306;515
380;;177;256;567
381;;194;202;604
382;;192;124;684
383;;201;102;697
384;;207;78;715
385;;225;62;713
386;;259;54;687
387;;313;39;648
388;;345;34;621
389;;407;24;569
390;;449;12;539
391;;518;12;470
392;;569;15;416
393;;624;16;360
394;;690;15;295
395;;736;28;236
396;;824;28;148
397;;855;31;114
398;;863;47;90
399;;877;46;77
400;;889;41;70
401;;890;56;54
402;;856;82;62
403;;853;95;52
404;;837;120;43
405;;786;155;59
406;;763;176;61
407;;687;256;57
408;;631;298;71
409;;552;338;110
410;;488;389;123
411;;401;448;151
412;;374;424;202
413;;342;436;222
414;;290;413;297
415;;239;407;354
416;;222;358;420
417;;192;324;484
418;;163;269;568
419;;162;259;579
420;;158;230;612
421;;154;177;669
422;;158;137;705
423;;191;113;696
424;;201;86;713
425;;225;58;717
426;;274;43;683
427;;299;35;666
428;;377;33;590
429;;430;26;544
430;;503;26;471
431;;555;35;410
432;;636;37;327
433;;650;48;302
434;;664;71;265
435;;696;94;210
436;;713;124;163
437;;725;136;139
438;;708;171;121
439;;708;197;95
440;;667;242;91
441;;624;270;106
442;;531;342;127
443;;493;357;150
444;;439;399;162
445;;369;425;206
446;;323;443;234
447;;276;434;290
448;;226;433;341
449;;196;368;436
450;;170;349;481
451;;160;305;535
452;;160;244;596
453;;152;208;640
454;;158;166;676
455;;181;116;703
456;;197;93;710
457;;219;75;706
458;;224;72;704
459;;268;63;669
460;;293;56;651
461;;350;50;600
462;;402;49;549
463;;498;41;461
464;;536;40;424
465;;592;31;377
466;;663;30;307
467;;710;26;264
468;;751;33;216
469;;785;50;165
470;;812;54;134
471;;834;51;115
472;;840;57;103
473;;826;81;93
474;;831;87;82
475;;831;86;83
476;;800;101;99
477;;800;105;95
478;;795;114;91
479;;786;126;88
480;;772;117;111
481;;724;163;113
482;;660;221;119
483;;637;212;151
484;;604;237;159
485;;580;255;165
486;;567;250;183
487;;517;285;198
488;;457;293;250
489;;439;254;307
490;;420;267;313
491;;393;265;342
492;;358;273;369
493;;331;293;376
494;;327;271;402
495;;306;238;456
496;;300;225;475
497;;308;213;479
498;;287;211;502
499;;288;184;528
500;;288;169;543
501;;289;155;556
502;;318;151;531
503;;360;161;479
504;;371;149;480
505;;391;133;476
506;;410;133;457
507;;405;133;462
508;;441;133;426
509;;484;127;389
510;;495;119;386
511;;518;120;362
512;;527;129;344
513;;543;140;317
514;;550;148;302
515;;556;156;288
516;;549;173;278
517;;529;191;280
518;;512;219;269
519;;514;224;262
520;;516;211;273
521;;528;191;281
522;;507;204;289
523;;508;192;300
524;;498;192;310
525;;473;188;339
526;;473;174;353
527;;455;194;351
528;;435;226;339
529;;411;229;360
530;;409;226;365
531;;395;222;383
532;;382;211;407
533;;373;229;398
534;;384;211;405
535;;385;198;417
536;;374;193;433
537;;378;204;418
538;;390;196;414
539;;396;205;399
540;;407;190;403
541;;401;194;405
542;;405;171;424
543;;415;163;422
544;;404;166;430
545;;425;157;418
546;;441;143;416
547;;419;162;419
548;;435;160;405
549;;440;191;369
550;;456;188;356
551;;458;172;370
552;;457;190;353
553;;457;195;348
554;;448;200;352
555;;444;202;354
556;;436;202;362
557;;445;204;351
558;;470;192;338
559;;465;188;347
560;;475;187;338
561;;465;173;362
562;;469;169;362
563;;445;162;393
564;;441;167;392
565;;456;180;364
566;;456;166;378
567;;453;165;382
568;;438;189;373
569;;409;220;371
570;;409;227;364
571;;396;233;371
572;;385;243;372
573;;407;239;354
574;;405;243;352
575;;389;249;362
576;;395;216;389
577;;401;210;389
578;;391;209;400
579;;367;210;423
580;;377;218;405
581;;374;218;408
582;;374;188;438
583;;368;196;436
584;;378;185;437
585;;380;178;442
586;;383;164;453
587;;373;170;457
588;;379;160;461
589;;407;156;437
590;;435;153;412
591;;442;163;395
592;;459;154;387
593;;465;161;374
594;;455;157;388
595;;466;156;378
596;;501;155;344
597;;493;158;349
598;;509;143;348
599;;526;142;332
600;;545;130;325
601;;536;137;327
602;;515;169;316
603;;504;185;311
604;;497;192;311
605;;509;185;306
606;;507;197;296
607;;475;234;291
608;;477;229;294
609;;481;194;325
610;;496;164;340
611;;490;160;350
612;;499;173;328
613;;489;172;339
614;;492;144;364
615;;493;141;366
616;;498;139;363
617;;474;177;349
618;;472;176;352
619;;443;199;358
620;;438;193;369
621;;417;205;378
622;;424;206;370
623;;450;217;333
624;;448;211;341
625;;442;222;336
626;;386;242;372
627;;397;238;365
628;;405;246;349
629;;402;251;347
630;;365;279;356
631;;347;265;388
632;;336;266;398
633;;322;237;441
634;;332;237;431
635;;344;205;451
636;;339;204;457
637;;327;177;496
638;;357;167;476
639;;351;161;488
640;;372;149;479
641;;380;145;475
642;;398;151;451
643;;400;145;455
644;;411;133;456
645;;442;126;432
646;;452;121;427
647;;502;112;386
648;;485;133;382
649;;503;141;356
650;;506;145;349
651;;536;154;310
652;;525;182;293
653;;534;184;282
654;;542;197;261
655;;533;189;278
656;;501;207;292
657;;498;212;290
658;;510;203;287
659;;501;191;308
