"Contact rate","Probability of 
infection","Rate of 
recovery","Rate of 
re-infection","Population size","Neighbourhood"
3.56717296993489,0.169510350776189,0.1820395203435,0.060797073784109,1000,"eight-neighbours"
3.19005016279318,0.210722656860189,0.263023427489069,0.052979219997681,1000,"eight-neighbours"
3.58271926535875,0.128595126304874,0.17996115569713,0.074694316880847,1000,"eight-neighbours"
3.36341323478116,0.145937059643424,0.196006676503342,0.0432237693394758,1000,"eight-neighbours"
2.92618295943134,0.131899539076955,0.170579992133908,0.0888347801413298,1000,"eight-neighbours"
3.41107027742902,0.183275277939138,0.181076604387565,0.0598155956646215,1000,"eight-neighbours"
3.45359459383938,0.18745235375568,0.126066772632893,-0.0191487955294005,1000,"eight-neighbours"
3.5137809923469,0.185921776487063,0.112837628470242,-0.0384117170510925,1000,"eight-neighbours"
4.92976946435727,0.0781551853719986,0.157115313358567,0.0762621486659836,1000,"eight-neighbours"
3.20854762723314,0.17275210137862,0.178316708617543,0.0669403593916709,1000,"eight-neighbours"
2.7480396929784,0.097725286372858,0.153298505132621,0.0248306851965304,1000,"four-neighbours"
4.19475210036862,0.260237978126113,0.698908559829492,0.0921192560909298,1000,"four-neighbours"
4.17154330753596,0.277064545546893,0.759378116174717,0.0947077502005185,1000,"four-neighbours"
2.2870854185913,0.134256355270718,0.185361913805624,-0.00208067736750845,1000,"four-neighbours"
3.48736207511733,0.139287616692889,0.279910630499745,0.0405037795334642,1000,"four-neighbours"
3.22993390393507,0.100247133509243,0.201427195536013,0.0391395768990526,1000,"four-neighbours"
1.49868353641221,0.215939391508631,0.194062229355661,0.0247540514653178,1000,"four-neighbours"
2.48708943992661,0.137765064833375,0.208539102219366,0.00815921255361755,1000,"four-neighbours"
4.34146645488494,0.0926208876548924,0.268281482025841,0.0559168057192362,1000,"four-neighbours"
3.03809920402577,0.0918242174611187,0.165368375825202,-0.0294374095626137,1000,"four-neighbours"
3.71783902643427,0.150215472836983,0.178953754926805,0.0650545288734663,1000,"no-neighbours"
4.03929863049073,0.132865182923391,0.200146619211068,0.0804263719632686,1000,"no-neighbours"
2.12518996255429,0.338250331246647,0.178756889369738,0.055888375156251,1000,"no-neighbours"
3.29521245929205,0.176497222568456,0.189771604879865,0.0707016010529724,1000,"no-neighbours"
3.31426179943732,0.114949438160024,0.166136918054949,0.0677753992985398,1000,"no-neighbours"
2.43355024668609,0.242379365868389,0.181421866401064,0.0693748524501336,1000,"no-neighbours"
4.15380339196727,0.0857421944259101,0.165651788822407,0.0858706720692759,1000,"no-neighbours"
3.84748675519476,0.135837184066436,0.163411055630617,0.0588512677301611,1000,"no-neighbours"
1.91934425835657,0.286174179288328,0.162722818836597,0.0604433308295774,1000,"no-neighbours"
4.88882615468971,0.0929910056592795,0.17947235790021,0.0683510990360133,1000,"no-neighbours"
3.74177877352503,0.195831716654528,0.0694961991171875,-0.0739530484618985,2000,"eight-neighbours"
2.684772894695,0.262117928697425,0.0634187897402457,-0.0826343897517815,2000,"eight-neighbours"
4.22968618688633,0.152218458671316,0.0655597950324146,-0.0869876247217455,2000,"eight-neighbours"
2.94993975915991,0.224026408617358,0.0635770320441124,-0.0873137576848713,2000,"eight-neighbours"
3.36829589366753,0.1699724001762,0.0649508665235245,-0.070916256973701,2000,"eight-neighbours"
3.30702817182616,0.230192245342117,0.0818500241925358,-0.0577715976014413,2000,"eight-neighbours"
3.61322774896664,0.18218132753659,0.28940667798884,-0.0497207034158561,2000,"eight-neighbours"
4.70904796948733,0.133455575961112,0.0755401397466806,-0.0699591966914281,2000,"eight-neighbours"
3.62768380898395,0.19510499812163,0.0576951162643594,-0.0972408441647015,2000,"eight-neighbours"
3.67190455786956,0.247077276487292,0.284428675566479,0.0482402862988509,2000,"eight-neighbours"
3.77489776002459,0.15503686964849,0.19652341240349,0.0768041054657857,2000,"four-neighbours"
2.42944000499048,0.202888668291893,0.175370508596075,0.0731842470023684,2000,"four-neighbours"
5.95789537898424,0.0989403294798654,0.192127799835329,0.0737297038812172,2000,"four-neighbours"
2.81206433626816,0.189757540323093,0.184800294003958,0.0758004173385288,2000,"four-neighbours"
3.61916386879592,0.138297361227776,0.180928861936277,0.0796244345321647,2000,"four-neighbours"
3.46604935192437,0.15130192086274,0.161282117500475,0.0606531663885272,2000,"four-neighbours"
5.18146436575275,0.0962470897613977,0.181807185722563,0.0756449776416575,2000,"four-neighbours"
3.53160339216978,0.139849064309161,0.182646793892627,0.0727295890985637,2000,"four-neighbours"
3.06904386800242,0.158794213385743,0.174461510636845,0.0761284239222315,2000,"four-neighbours"
2.95667384450665,0.206559711867636,0.188021299632071,0.0672285714628303,2000,"four-neighbours"
3.22435488447787,0.173630931588964,0.176722550466154,0.0639094545564254,2000,"no-neighbours"
3.04037235613578,0.176034801325092,0.197197354578045,0.0787715698859415,2000,"no-neighbours"
2.77441090820619,0.257396801856964,0.182952141448663,0.057556795451548,2000,"no-neighbours"
2.91053817861231,0.202467340794111,0.188433651160471,0.0684989460427465,2000,"no-neighbours"
1.15709378786214,0.324144198907013,0.163688900290615,0.0664604380963262,2000,"no-neighbours"
2.758992105709,0.217178272161637,0.177026554646952,0.0662031924958244,2000,"no-neighbours"
2.99389158403699,0.117972505346237,0.162124496930576,0.0824126240392264,2000,"no-neighbours"
3.75461207959896,0.139025526868795,0.163880599411367,0.0591039486699754,2000,"no-neighbours"
3.11222231618955,0.176173949318611,0.164938001329099,0.0612158220509722,2000,"no-neighbours"
8.40381450455056,0.0534908091298409,0.177023243767214,0.0678997746998492,2000,"no-neighbours"
3.99980206419157,0.197546390527342,0.0341457974487768,-0.112112916228471,3000,"eight-neighbours"
3.64814509956569,0.263549789681983,0.0313138612437919,-0.122397686067785,3000,"eight-neighbours"
0.908277683063898,0.947191616506118,0.0336639693553366,-0.114337594331546,3000,"eight-neighbours"
3.33499570707838,0.266851128206402,0.0318913388266883,-0.124324052102798,3000,"eight-neighbours"
4.41535394440487,0.20647159572431,0.0326628959044427,-0.13013378282636,3000,"eight-neighbours"
4.64155184995012,0.188497879371769,0.0295358977054758,-0.124342841949742,3000,"eight-neighbours"
6.10889230034896,0.120828891431245,0.0306593508299494,-0.120273657279549,3000,"eight-neighbours"
1.75385187167211,0.548756329393744,0.0267018341252823,-0.129025143815149,3000,"eight-neighbours"
6.01378772329782,0.132457786365135,0.0332762280822148,-0.118609130168395,3000,"eight-neighbours"
3.28390768627354,0.261750098583825,0.0332390383414348,-0.114786643815838,3000,"eight-neighbours"
2.77222483598848,0.263837128380348,0.174026389824291,0.0480817311366885,3000,"four-neighbours"
3.55965202888597,0.213719920746092,0.201503075145409,0.0460590469519276,3000,"four-neighbours"
3.99686167263115,0.176571170398591,0.164109544025903,0.0432070216502734,3000,"four-neighbours"
3.7554955357051,0.182336164791278,0.194564532119434,0.0545199568132892,3000,"four-neighbours"
3.87348779523951,0.206827004962877,0.193491637331682,0.0458547227409365,3000,"four-neighbours"
3.58213752176036,0.20565015891206,0.187279230707853,0.0537500257975408,3000,"four-neighbours"
4.25638438138609,0.160288672154246,0.185896173075505,0.0538770370823471,3000,"four-neighbours"
2.71898456329638,0.295353263419469,0.236099296858159,0.0467127853632151,3000,"four-neighbours"
3.09543863513784,0.231014061881745,0.186981551695661,0.0535043042272086,3000,"four-neighbours"
1.73285174614931,0.437363424668653,0.209512501014639,0.047360298351605,3000,"four-neighbours"
4.60479052092803,0.204102881471473,0.038735414876405,-0.103669379945376,3000,"no-neighbours"
4.70431006146937,0.194719318339707,0.033333741708474,-0.117210731663285,3000,"no-neighbours"
3.69056594521792,0.246472643102992,0.0304307118460613,-0.120394853976226,3000,"no-neighbours"
4.45596574171274,0.204813002438775,0.029353817018551,-0.121856524473295,3000,"no-neighbours"
2.93449486702905,0.224576613854874,0.0482755554209836,-0.112578924551271,3000,"no-neighbours"
4.72489634936863,0.186836811193156,0.0345341457991205,-0.128399399042242,3000,"no-neighbours"
0.978324607351335,0.956669135901664,0.0258948141152548,-0.13198607646953,3000,"no-neighbours"
4.24199952281122,0.177986211850264,0.033319171954824,-0.115768841403857,3000,"no-neighbours"
