"c","p","gamma","xi"
3.37220276781584,0.178538216055475,0.0908490886667977,0.10074280778557
3.16823333371075,0.142169453564625,0.0909147550121726,0.0959980519884535
2.82019589658877,0.525783506243094,0.109132105629326,0.0675516388757562
3.11739915249846,0.280420892336182,0.110167442241331,0.0937304595038866
4.04693276147563,0.205738584229879,0.102615141282154,0.0949987672409764
2.6713348502433,0.240304968905041,0.103767595721923,0.0935689258652092
2.97324663081818,0.179390286612107,0.0789918940185423,0.109124985615481
3.26270572949768,0.351297165544669,0.101235037796604,0.0913925589791671
4.21910896662023,0.183533954379142,0.0960195506493692,0.107326967883891
