"Contact rate","Probability of 
infection","Rate of 
recovery","Rate of 
re-infection","Population size","Neighbourhood"
2.52104734675963,0.242514371511013,0.18202148071165,0.0604033052596196,1000,"eight-neighbours"
2.56965949006162,0.262237727970489,0.264589567313795,0.0539644036479101,1000,"eight-neighbours"
2.60425101163622,0.176187606930279,0.175516890692612,0.071594662477357,1000,"eight-neighbours"
2.50866346041242,0.194206892135171,0.19579152679549,0.043929116188281,1000,"eight-neighbours"
2.44166777420606,0.158069670323607,0.170319863222324,0.0887613845380866,1000,"eight-neighbours"
2.57552937036326,0.24075774085309,0.178032130626417,0.0588620625349753,1000,"eight-neighbours"
2.61201416898205,0.275915549432137,0.16922861231568,0,1000,"eight-neighbours"
2.64046626059498,0.28803117636025,0.183650003345031,0,1000,"eight-neighbours"
2.41259337096754,0.160801184005793,0.163707396731909,0.0812908062181666,1000,"eight-neighbours"
2.54812834129137,0.214100062592211,0.175975745052731,0.0659318252078009,1000,"eight-neighbours"
2.17615293737379,0.12907471900382,0.161391961715785,0.026458382451208,1000,"four-neighbours"
2.42371250505674,0.124238756993162,0.181156038689728,0,1000,"four-neighbours"
2.58935965934435,0.0567994490611188,0.0989112164452616,0,1000,"four-neighbours"
2.40474014443068,0.130977357760055,0.190514005226658,0,1000,"four-neighbours"
2.33347479595199,0.206608768503428,0.272743957706907,0.0378432835268672,1000,"four-neighbours"
2.33414267377567,0.138180323816442,0.200872244680579,0.039176323838706,1000,"four-neighbours"
2.37122490141311,0.137680225193582,0.194351653422991,0.0240289904916645,1000,"four-neighbours"
2.38582694185334,0.1479037422844,0.212592106466856,0.00901919601355352,1000,"four-neighbours"
2.3437327961932,0.166144356287544,0.261184142609078,0.0546556816308266,1000,"four-neighbours"
2.37749339209519,0.153804501656909,0.230906311868627,0,1000,"four-neighbours"
2.25051259404278,0.457523381594038,1,0,1000,"no-neighbours"
2.25604541695287,0.457801567626902,1,0,1000,"no-neighbours"
2.29110143154954,0.536046297054587,1,0,1000,"no-neighbours"
2.29353667483281,0.427647240095346,1,0,1000,"no-neighbours"
2.36699857332381,0.423474945736248,1,0,1000,"no-neighbours"
2.30755637245026,0.424219551938,1,0,1000,"no-neighbours"
2.19748923795111,0.412144791080227,1,0,1000,"no-neighbours"
2.32291549872252,0.454631129226331,1,0,1000,"no-neighbours"
2.20648996540209,0.426868641624011,1,0,1000,"no-neighbours"
2.35143644876815,0.45875014868509,1,0,1000,"no-neighbours"
2.7013124286264,0.330675764779984,0.188965878113228,0,2000,"eight-neighbours"
2.69651820409097,0.321483704499045,0.179586616949338,0,2000,"eight-neighbours"
2.66627419172043,0.30776243343067,0.181828865105722,0,2000,"eight-neighbours"
2.67088247093882,0.309614160421612,0.1805282504561,0,2000,"eight-neighbours"
2.64005205634693,0.279104442896889,0.184948903970697,0,2000,"eight-neighbours"
2.70093106532801,0.346083310747917,0.185389918529979,0,2000,"eight-neighbours"
2.62568135890692,0.279107877228897,0.184121215114867,0,2000,"eight-neighbours"
2.65543535355935,0.294422662316788,0.181751142309957,0,2000,"eight-neighbours"
2.69351944339915,0.324782268190886,0.178723769252144,0,2000,"eight-neighbours"
2.63298587115919,0.346660826117378,0.282870394898248,0.0473391780787033,2000,"eight-neighbours"
2.53007701468061,0.227899059096464,0.191848190969206,0.0741896033744393,2000,"four-neighbours"
2.5844353603153,0.195144824127502,0.180278800226301,0.0757161270170479,2000,"four-neighbours"
2.5255248615769,0.235095642588104,0.190725568140675,0.0727144347325338,2000,"four-neighbours"
2.51372767660182,0.210662932293851,0.182097058075524,0.0750962256457136,2000,"four-neighbours"
2.60799336720806,0.191636606019228,0.180112047639931,0.0788680089355381,2000,"four-neighbours"
2.52342458645382,0.208359885735543,0.161065446965901,0.060106608870124,2000,"four-neighbours"
2.60358826026508,0.190839467148123,0.183253993651642,0.0769032484212404,2000,"four-neighbours"
2.58187906404039,0.190735737131473,0.182678454924286,0.0731200511924578,2000,"four-neighbours"
2.53007352883076,0.193005107345089,0.175406436359306,0.0765305034177392,2000,"four-neighbours"
2.53393174716373,0.242360052186966,0.187340401601431,0.0669181629255569,2000,"four-neighbours"
2.41438472393634,0.490398654361381,0.98732930818396,0,2000,"no-neighbours"
2.32286439713685,0.547398287432942,1,0,2000,"no-neighbours"
2.20975307080892,0.527914275313534,1,0,2000,"no-neighbours"
2.22145124550805,0.521520654912102,1,0,2000,"no-neighbours"
2.18912167245805,0.512137988416408,0.938561226260216,0,2000,"no-neighbours"
2.38734110329001,0.420099396618825,1,0,2000,"no-neighbours"
2.32630082886239,0.479466895308422,1,0,2000,"no-neighbours"
2.45389719526364,0.507650828833379,0.979193218629241,0,2000,"no-neighbours"
2.25257687655901,0.45714483257246,0.901647247709587,0,2000,"no-neighbours"
2.16770494267021,0.526988872250505,0.979584388672711,0.0179863798075762,2000,"no-neighbours"
2.72461860168776,0.372502864982276,0.189700898733482,0,3000,"eight-neighbours"
2.83628778712115,0.424102686688721,0.186417118173936,0,3000,"eight-neighbours"
2.75439227706275,0.396228799173313,0.190616796851384,0,3000,"eight-neighbours"
2.80861377905418,0.396736183820932,0.189155511258236,0,3000,"eight-neighbours"
2.81802065848547,0.415966256978009,0.186618336708946,0,3000,"eight-neighbours"
2.82102046581104,0.402098763062942,0.189058256145604,0,3000,"eight-neighbours"
2.70825515906031,0.353341040878482,0.185877457393903,0,3000,"eight-neighbours"
2.84502282553738,0.431700247835397,0.191990633046762,0,3000,"eight-neighbours"
2.78806616964971,0.368911527810567,0.187711541771188,0,3000,"eight-neighbours"
2.7557576397047,0.395802330123894,0.189281579935647,0,3000,"eight-neighbours"
2.60055552980431,0.280562649209762,0.173193613621229,0.0477587016127023,3000,"four-neighbours"
2.56633731531227,0.295079481034551,0.198772955077545,0.0454071281925317,3000,"four-neighbours"
2.592466071527,0.276050006253583,0.163060552470929,0.0423373404903646,3000,"four-neighbours"
2.6281834624298,0.260360246673319,0.194980033963804,0.0544881192694888,3000,"four-neighbours"
2.70062857934402,0.297829067177247,0.194001606411606,0.0460251044564948,3000,"four-neighbours"
2.5867787710942,0.28634016090775,0.186975816187209,0.0533443873944558,3000,"four-neighbours"
