"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,490,10,0
1,,487,13,0
2,,487,13,0
3,,482,18,0
4,,477,23,0
5,,477,23,0
6,,464,36,0
7,,447,53,0
8,,436,51,13
9,,432,55,13
10,,415,67,18
11,,407,70,23
12,,389,88,23
13,,386,78,36
14,,380,67,53
15,,376,60,64
16,,359,73,68
17,,356,59,85
18,,350,57,93
19,,343,46,111
20,,332,54,114
21,,328,52,120
22,,324,65,111
23,,321,51,128
24,,325,49,126
25,,324,49,127
26,,324,42,134
27,,327,41,132
28,,333,48,119
29,,334,41,125
30,,338,38,124
31,,352,40,108
32,,360,34,106
33,,365,47,88
34,,365,40,95
35,,363,37,100
36,,353,41,106
37,,370,41,89
38,,364,47,89
39,,369,48,83
40,,361,50,89
41,,371,48,81
42,,372,43,85
43,,370,48,82
44,,367,54,79
45,,364,49,87
46,,367,51,82
47,,357,46,97
48,,367,45,88
49,,377,43,80
50,,378,33,89
51,,375,30,95
52,,378,26,96
53,,376,25,99
54,,384,20,96
55,,378,29,93
56,,381,33,86
57,,391,28,81
58,,380,36,84
59,,385,40,75
60,,382,42,76
61,,388,46,66
62,,376,50,74
63,,379,45,76
64,,392,47,61
65,,398,36,66
66,,398,36,66
67,,401,32,67
68,,402,32,66
69,,392,29,79
70,,381,41,78
71,,387,38,75
72,,379,49,72
73,,378,46,76
74,,380,46,74
75,,372,50,78
76,,377,44,79
77,,372,42,86
78,,372,43,85
79,,379,36,85
80,,379,39,82
81,,374,48,78
82,,379,39,82
83,,388,39,73
84,,386,31,83
85,,390,29,81
86,,384,31,85
87,,385,30,85
88,,383,23,94
89,,392,19,89
90,,402,15,83
91,,403,24,73
92,,403,25,72
93,,407,26,67
94,,402,29,69
95,,395,34,71
96,,391,51,58
97,,395,51,54
98,,405,40,55
99,,406,40,54
100,,404,39,57
101,,390,51,59
102,,392,51,57
103,,385,45,70
104,,389,45,66
105,,374,62,64
106,,373,62,65
107,,368,67,65
108,,355,65,80
109,,353,62,85
110,,350,54,96
111,,340,64,96
112,,350,48,102
113,,351,47,102
114,,345,49,106
115,,349,35,116
116,,356,31,113
117,,367,34,99
118,,367,24,109
119,,367,23,110
120,,367,24,109
121,,371,13,116
122,,389,11,100
123,,395,12,93
124,,400,12,88
125,,400,12,88
126,,416,13,71
127,,419,10,71
128,,428,10,62
129,,442,12,46
130,,446,11,43
131,,444,10,46
132,,449,15,36
133,,443,21,36
134,,445,21,34
135,,455,22,23
136,,457,20,23
137,,455,22,23
138,,457,21,22
139,,447,26,27
140,,442,24,34
141,,444,25,31
142,,442,26,32
143,,440,28,32
144,,441,26,33
145,,445,24,31
146,,440,19,41
147,,441,14,45
148,,441,13,46
149,,440,12,48
150,,438,14,48
151,,438,14,48
152,,434,21,45
153,,436,19,45
154,,436,26,38
155,,436,26,38
156,,428,34,38
157,,423,35,42
158,,424,36,40
159,,416,39,45
160,,425,37,38
161,,424,36,40
162,,420,41,39
163,,415,39,46
164,,414,37,49
165,,413,37,50
166,,408,32,60
167,,412,32,56
168,,411,27,62
169,,406,27,67
170,,402,25,73
171,,402,26,72
172,,395,32,73
173,,397,32,71
174,,395,36,69
175,,396,41,63
176,,384,48,68
177,,380,56,64
178,,380,57,63
179,,379,52,69
180,,382,54,64
181,,370,62,68
182,,370,62,68
183,,373,52,75
184,,380,39,81
185,,379,38,83
186,,374,42,84
187,,376,38,86
188,,374,28,98
189,,374,23,103
190,,377,23,100
191,,380,25,95
192,,381,24,95
193,,382,24,94
194,,385,23,92
195,,390,20,90
196,,395,20,85
197,,403,22,75
198,,418,18,64
199,,423,15,62
200,,425,9,66
201,,434,5,61
202,,447,5,48
203,,450,7,43
204,,449,6,45
205,,449,8,43
206,,453,8,39
207,,459,8,33
208,,464,8,28
209,,467,8,25
210,,468,5,27
211,,465,7,28
212,,466,8,26
213,,468,9,23
214,,474,9,17
215,,478,9,13
216,,478,9,13
217,,479,9,12
218,,483,4,13
219,,483,1,16
220,,483,0,17
221,,483,0,17
222,,483,0,17
223,,483,0,17
224,,486,0,14
225,,489,0,11
226,,491,0,9
227,,491,0,9
228,,491,0,9
229,,491,0,9
230,,491,0,9
231,,491,0,9
232,,496,0,4
233,,499,0,1
234,,500,0,0
