"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,3920,80,0
1,,3914,86,0
2,,3902,98,0
3,,3889,111,0
4,,3870,130,0
5,,3847,153,0
6,,3809,191,0
7,,3782,218,0
8,,3741,173,86
9,,3716,186,98
10,,3693,196,111
11,,3684,186,130
12,,3633,214,153
13,,3621,188,191
14,,3588,194,218
15,,3536,205,259
16,,3493,223,284
17,,3446,247,307
18,,3408,276,316
19,,3366,267,367
20,,3322,299,379
21,,3268,320,412
22,,3327,295,378
23,,3272,319,409
24,,3215,342,443
25,,3181,357,462
26,,3145,374,481
27,,3125,388,487
28,,3113,373,514
29,,3093,407,500
30,,3040,418,542
31,,3007,404,589
32,,2962,405,633
33,,2955,404,641
34,,2913,400,687
35,,2871,436,693
36,,2863,435,702
37,,2868,395,737
38,,2864,390,746
39,,2839,399,762
40,,2827,395,778
41,,2820,392,788
42,,2802,389,809
43,,2782,376,842
44,,2803,384,813
45,,2817,389,794
46,,2805,391,804
47,,2821,380,799
48,,2829,379,792
49,,2799,376,825
50,,2811,378,811
51,,2822,399,779
52,,2843,378,779
53,,2867,343,790
54,,2877,348,775
55,,2876,353,771
56,,2919,316,765
57,,2954,292,754
58,,2949,268,783
59,,2965,268,767
60,,3002,264,734
61,,3019,253,728
62,,3047,221,732
63,,3086,222,692
64,,3077,253,670
65,,3077,256,667
66,,3096,258,646
67,,3122,271,607
68,,3126,273,601
69,,3121,305,574
70,,3136,326,538
71,,3136,319,545
72,,3158,318,524
73,,3141,333,526
74,,3113,352,535
75,,3108,366,526
76,,3103,371,526
77,,3083,369,548
78,,3070,358,572
79,,3062,364,574
80,,3017,392,591
81,,3000,377,623
82,,2988,373,639
83,,2942,382,676
84,,2940,365,695
85,,2959,364,677
86,,2942,376,682
87,,2929,346,725
88,,2933,338,729
89,,2919,342,739
90,,2900,347,753
91,,2904,362,734
92,,2919,359,722
93,,2904,356,740
94,,2909,353,738
95,,2878,407,715
96,,2881,404,715
97,,2869,402,729
98,,2876,397,727
99,,2858,419,723
100,,2862,406,732
101,,2881,420,699
102,,2898,357,745
103,,2904,350,746
104,,2906,345,749
105,,2895,346,759
106,,2874,348,778
107,,2876,362,762
108,,2882,345,773
109,,2876,360,764
110,,2882,364,754
111,,2893,360,747
112,,2873,384,743
113,,2840,393,767
114,,2858,374,768
115,,2857,378,765
116,,2886,397,717
117,,2879,407,714
118,,2924,371,705
119,,2911,359,730
120,,2925,334,741
121,,2935,329,736
122,,2924,353,723
123,,2889,354,757
124,,2872,357,771
125,,2909,360,731
126,,2914,343,743
127,,2922,351,727
128,,2941,356,703
129,,2931,338,731
130,,2945,304,751
131,,2929,307,764
132,,2935,334,731
133,,2985,313,702
134,,3017,298,685
135,,3040,275,685
136,,3050,259,691
137,,3051,291,658
138,,3067,269,664
139,,3034,272,694
140,,3077,267,656
141,,3086,265,649
142,,3086,283,631
143,,3106,297,597
144,,3139,266,595
145,,3179,245,576
146,,3173,221,606
147,,3181,239,580
148,,3216,221,563
149,,3212,230,558
150,,3224,220,556
151,,3205,238,557
152,,3228,258,514
153,,3229,278,493
154,,3191,303,506
155,,3179,335,486
156,,3146,341,513
157,,3135,348,517
158,,3146,350,504
159,,3142,355,503
160,,3143,358,499
161,,3125,333,542
162,,3133,311,556
163,,3147,282,571
164,,3152,280,568
165,,3156,256,588
166,,3133,254,613
167,,3121,243,636
168,,3141,223,636
169,,3119,235,646
170,,3136,241,623
171,,3147,225,628
172,,3165,229,606
173,,3172,219,609
174,,3207,192,601
175,,3240,204,556
176,,3271,183,546
177,,3270,207,523
178,,3304,191,505
179,,3327,188,485
180,,3337,190,473
181,,3382,183,435
182,,3377,196,427
183,,3381,201,418
184,,3370,182,448
185,,3405,179,416
186,,3408,175,417
187,,3407,184,409
188,,3416,209,375
189,,3416,184,400
190,,3436,180,384
191,,3446,165,389
192,,3455,175,370
193,,3443,194,363
194,,3459,167,374
195,,3448,160,392
196,,3445,175,380
197,,3454,165,381
198,,3477,176,347
199,,3457,189,354
200,,3447,184,369
201,,3466,183,351
202,,3435,196,369
203,,3461,180,359
204,,3477,178,345
205,,3504,155,341
206,,3489,147,364
207,,3494,128,378
208,,3524,126,350
209,,3542,102,356
210,,3544,101,355
211,,3549,108,343
212,,3546,123,331
213,,3556,108,336
214,,3568,120,312
215,,3568,123,309
216,,3575,127,298
217,,3565,154,281
218,,3550,164,286
219,,3545,177,278
220,,3563,182,255
221,,3569,183,248
222,,3566,185,249
223,,3588,183,229
224,,3578,167,255
225,,3547,181,272
226,,3523,177,300
227,,3534,176,290
228,,3511,186,303
229,,3503,189,308
230,,3490,200,310
231,,3467,212,321
232,,3426,229,345
233,,3395,251,354
234,,3357,285,358
235,,3344,287,369
236,,3310,316,374
237,,3302,315,383
238,,3322,299,379
239,,3314,276,410
240,,3313,259,428
241,,3280,259,461
242,,3278,249,473
243,,3255,240,505
244,,3230,255,515
245,,3195,294,511
246,,3198,297,505
247,,3188,302,510
248,,3168,288,544
249,,3129,335,536
250,,3116,328,556
251,,3117,313,570
252,,3126,281,593
253,,3151,276,573
254,,3136,303,561
255,,3121,332,547
256,,3131,285,584
257,,3122,310,568
258,,3120,312,568
259,,3095,330,575
260,,3082,345,573
261,,3059,336,605
262,,3034,346,620
263,,3037,343,620
264,,3024,338,638
265,,3026,349,625
266,,3043,346,611
267,,3023,356,621
268,,3013,348,639
269,,3004,318,678
270,,3038,334,628
271,,3011,341,648
272,,2984,355,661
273,,2962,362,676
274,,2948,351,701
275,,2978,338,684
276,,3000,336,664
277,,2973,350,677
278,,2996,325,679
279,,3000,296,704
280,,3025,267,708
281,,3040,253,707
282,,3066,248,686
283,,3095,251,654
284,,3109,207,684
285,,3136,198,666
286,,3149,200,651
287,,3179,192,629
288,,3202,194,604
289,,3222,192,586
290,,3260,153,587
291,,3283,160,557
292,,3310,167,523
293,,3351,153,496
294,,3385,156,459
295,,3395,158,447
296,,3412,148,440
297,,3439,157,404
298,,3481,152,367
299,,3507,128,365
300,,3534,113,353
301,,3541,111,348
302,,3557,91,352
303,,3582,78,340
304,,3605,85,310
305,,3587,101,312
306,,3601,104,295
307,,3625,109,266
308,,3614,119,267
309,,3628,123,249
310,,3641,133,226
311,,3629,129,242
312,,3632,115,253
313,,3652,116,232
314,,3636,142,222
315,,3620,150,230
316,,3620,166,214
317,,3611,178,211
318,,3602,184,214
319,,3609,175,216
