"time","placeholder","Susceptible","Infected-infectious","Recovered"
0,,980,20,0
1,,980,20,0
2,,974,26,0
3,,960,40,0
4,,952,48,0
5,,944,56,0
6,,936,64,0
7,,897,103,0
8,,867,113,20
9,,847,127,26
10,,819,141,40
11,,781,171,48
12,,742,202,56
13,,690,246,64
14,,622,275,103
15,,566,301,133
16,,526,321,153
17,,447,372,181
18,,395,386,219
19,,341,401,258
20,,289,401,310
21,,251,371,378
22,,243,343,414
23,,207,345,448
24,,189,298,513
25,,179,264,557
26,,167,230,603
27,,164,189,647
28,,191,163,646
29,,211,145,644
30,,224,110,666
31,,244,86,670
32,,275,75,650
33,,304,65,631
34,,350,60,590
35,,412,54,534
36,,454,58,488
37,,491,54,455
38,,565,51,384
39,,609,52,339
40,,661,44,295
41,,711,40,249
42,,741,42,217
43,,757,40,203
44,,793,43,164
45,,825,38,137
46,,836,37,127
47,,836,55,109
48,,842,58,100
49,,833,71,96
50,,838,64,98
51,,821,82,97
52,,813,98,89
53,,785,126,89
54,,760,141,99
55,,746,156,98
56,,680,207,113
57,,667,229,104
58,,593,282,125
59,,552,312,136
60,,503,334,163
61,,444,360,196
62,,398,388,214
63,,335,387,278
64,,309,398,293
65,,283,353,364
66,,263,327,410
67,,245,295,460
68,,238,261,501
69,,217,239,544
70,,222,184,594
71,,216,157,627
72,,233,132,635
73,,245,116,639
74,,275,96,629
75,,296,83,621
76,,314,59,627
77,,378,51,571
78,,391,54,555
79,,465,50,485
80,,506,51,443
81,,552,57,391
82,,602,54,344
83,,650,52,298
84,,701,64,235
85,,718,71,211
86,,725,93,182
87,,725,108,167
88,,710,137,153
89,,716,147,137
90,,698,191,111
91,,659,226,115
92,,612,263,125
93,,564,293,143
94,,521,320,159
95,,500,306,194
96,,434,365,201
97,,402,355,243
98,,360,350,290
99,,319,347,334
100,,295,319,386
101,,272,300,428
102,,250,307,443
103,,240,248,512
104,,208,246,546
105,,215,209,576
106,,219,171,610
107,,235,153,612
108,,249,131,620
109,,285,102,613
110,,303,84,613
111,,330,69,601
112,,383,58,559
113,,436,46,518
114,,487,41,472
115,,531,38,431
116,,557,34,409
117,,628,40,332
118,,660,25,315
119,,710,23,267
120,,765,18,217
121,,792,14,194
122,,820,11,169
123,,853,11,136
124,,874,2,124
125,,906,0,94
126,,919,0,81
127,,936,0,64
128,,945,0,55
129,,951,0,49
130,,955,0,45
131,,958,0,42
132,,975,0,25
133,,977,0,23
134,,982,0,18
135,,986,0,14
136,,989,0,11
137,,989,0,11
138,,998,0,2
139,,1000,0,0
